f1;f2;f3;f4;f5;f6;f7;Fichero
0.269946;0.0449209;0.000109627;1.52074e-05;1.92174e-10;-9.69648e-07;5.90445e-10;train/cellular_phone-2.png
0.443949;0.127733;0.0349201;0.00539656;2.92292e-05;-4.08326e-05;6.80721e-05;train/bat-2.png
0.193682;0.00560276;0.00202661;5.7565e-05;1.96054e-08;4.30567e-06;-1.48798e-09;train/bell-4.png
1.09481;1.09231;0.268337;0.194009;0.0442664;0.202749;6.76481e-05;train/fork-17.png
0.201482;0.0108341;0.00153814;8.81447e-05;-3.10093e-08;-8.7897e-06;9.58151e-09;train/hat-16.png
0.272929;0.021767;0.000754857;0.000514145;1.36669e-07;6.46816e-05;2.89682e-07;train/rat-05.png
0.166747;1.09313e-05;5.32007e-09;8.97374e-10;1.91813e-18;5.27455e-14;4.0654e-19;train/device3-15.png
0.201157;0.00744778;0.00108135;0.000183843;8.19372e-08;1.26619e-05;2.31696e-09;train/chopper-07.png
0.192079;0.00391116;0.00012572;4.96423e-05;-3.57382e-09;-2.67239e-06;1.61489e-09;train/elephant-11.png
0.225477;0.0222789;0.000349818;0.000105314;1.83681e-08;1.30519e-05;-8.43929e-09;train/Comma-11.png
0.225419;0.0234043;0.000478189;6.16827e-05;4.7394e-09;1.86661e-06;9.47433e-09;train/personal_car-8.png
0.313652;0.0243636;0.00356204;0.000708477;1.11031e-06;0.00011017;-1.84197e-07;train/deer-13.png
0.971753;0.795443;0.0542147;0.0357092;0.00156651;0.030845;0.000121191;train/Bone-17.png
0.332969;0.0345738;0.0288898;0.00741432;0.000107875;0.00136786;-1.17415e-05;train/hammer-14.png
0.192336;0.00429279;0.00116411;9.473e-05;3.06835e-08;3.96793e-06;6.93661e-09;train/frog-15.png
0.186202;0.00792008;6.84408e-06;1.99603e-06;7.37729e-12;1.5271e-07;5.14431e-14;train/jar-3.png
0.239338;0.0289735;0.000148979;4.02136e-05;2.77225e-09;3.45097e-06;-1.41522e-09;train/cellular_phone-14.png
0.196872;0.00576857;0.0022377;5.74264e-05;1.88032e-08;4.07688e-06;8.37941e-09;train/bell-5.png
0.19522;0.00320191;0.0024323;0.00015477;5.89447e-08;3.95951e-06;-7.44505e-08;train/Heart-10.png
0.245929;0.0308953;0.000911095;0.000131211;3.24051e-08;1.05907e-05;3.17495e-08;train/car-07.png
0.537771;0.193396;0.193345;0.134137;0.0215968;0.0588755;0.000466219;train/spoon-19.png
0.537771;0.193396;0.193345;0.134137;0.0215968;0.0588755;-0.000466219;train/spoon-16.png
0.179463;0.00175946;2.10636e-05;4.35982e-06;3.1651e-11;1.3118e-07;2.72723e-11;train/Misk-20.png
0.266517;0.0136259;0.00587802;0.00285867;1.17143e-05;0.000250337;-3.02819e-07;train/lizzard-9.png
0.22521;0.0226896;0.000519903;0.0002024;6.5617e-08;2.79277e-05;2.27643e-09;train/flatfish-17.png
0.182049;0.00274304;0.000753056;3.41406e-05;-5.25638e-09;-1.75116e-06;-1.52887e-09;train/Heart-8.png
0.517873;0.133866;0.0307183;0.00736245;6.20082e-05;0.00146551;9.17291e-05;train/sea_snake-14.png
0.295107;0.000380374;0.000411257;0.000302265;-9.6522e-08;5.41856e-06;-4.51757e-08;train/horseshoe-7.png
0.261262;0.0303786;0.00922192;0.00408019;2.50267e-05;0.000709326;-2.76869e-07;train/key-20.png
0.234664;0.0239147;0.00220338;0.00043995;4.31678e-07;6.77552e-05;-3.58164e-08;train/shoe-8.png
0.328665;0.0236732;0.0140766;0.0047808;3.85573e-05;0.000700192;-7.17582e-06;train/Glas-12.png
0.218968;0.0162463;0.000171231;3.16132e-05;-2.31388e-09;-4.0206e-06;2.36345e-10;train/crown-8.png
0.202517;0.0102226;0.000582427;6.41733e-05;-8.45491e-09;-4.59892e-06;-9.07954e-09;train/Heart-5.png
0.218539;0.00836734;0.000998759;0.000100052;-3.15826e-08;-9.14828e-06;-1.68891e-09;train/butterfly-12.png
0.209772;0.000551986;0.000502358;0.000105214;-2.30762e-08;2.2884e-06;-7.25193e-09;train/tree-9.png
1.37601;1.5366;0.012639;0.0238182;0.000398783;0.0253784;0.000108411;train/spring-20.png
0.198151;0.00810384;0.00206059;0.000118303;5.767e-08;1.05227e-05;9.2723e-09;train/bell-6.png
0.186202;0.00792008;6.84408e-06;1.99603e-06;7.37729e-12;1.5271e-07;-5.14431e-14;train/jar-20.png
0.187772;0.00180294;0.000874068;0.000273451;1.27391e-07;1.15408e-05;-4.05456e-08;train/ray-20.png
0.605874;0.0770214;0.256862;0.0820255;0.0117025;0.00336566;0.00219283;train/stef-09.png
0.294599;0.0322933;0.0167905;0.00181905;1.77959e-06;-6.3735e-05;9.89436e-06;train/bird-18.png
0.326739;0.0778104;0.000819594;9.77467e-05;-6.3652e-09;-1.34313e-05;-2.69242e-08;train/fish-3.png
0.207025;0.0118445;0.000641089;5.30743e-05;-9.22651e-09;-5.58476e-06;-3.27368e-09;train/crown-20.png
0.215418;0.016406;0.000633302;4.30223e-05;1.74558e-09;-5.47387e-08;6.88356e-09;train/truck-10.png
0.177239;4.79457e-06;6.72147e-08;5.4793e-08;-3.30764e-15;9.73792e-11;-3.4142e-16;train/device9-5.png
0.346365;0.0870127;0.00153025;0.0010188;1.26711e-06;0.000291151;1.12337e-07;train/fish-13.png
0.252604;0.0256474;0.00152022;0.000791803;8.63845e-07;0.000126473;9.18671e-08;train/tree-11.png
0.469461;0.00665725;3.62717e-05;0.000371644;2.05156e-08;3.00413e-05;3.79603e-08;train/horseshoe-19.png
0.350232;0.0317015;0.00489103;0.000217439;-1.96193e-07;1.54771e-05;1.08584e-07;train/horse-20.png
0.571992;0.199028;0.132605;0.0551647;0.0047098;0.0246103;0.000280429;train/hammer-19.png
0.323531;0.0205741;0.0138609;0.000767605;-2.39762e-06;-7.34359e-05;7.21484e-07;train/deer-15.png
0.250461;0.0340158;1.45819e-05;1.38718e-06;-6.23638e-12;-2.55805e-07;-1.76858e-13;train/brick-05.png
0.274512;7.92398e-05;1.93948e-05;1.78016e-06;7.90722e-12;1.39698e-09;-6.84749e-12;train/device5-5.png
0.950188;0.804791;0.0252773;0.0166801;0.00034247;0.0149631;4.67434e-06;train/Bone-9.png
0.226962;0.019691;0.000947832;7.39288e-05;1.36393e-08;4.27241e-06;1.40338e-08;train/truck-16.png
0.327647;0.0490828;0.014704;0.00168112;1.63619e-06;-7.26127e-05;8.19651e-06;train/bat-9.png
0.199709;9.06152e-07;3.94089e-07;2.72911e-08;-2.15285e-15;-2.55962e-11;1.83729e-15;train/device0-12.png
0.259404;0.0363949;0.00167438;0.000276432;1.54546e-07;3.06168e-05;1.07164e-07;train/car-03.png
0.329298;0.0802222;0.000419511;0.000293277;1.02847e-07;8.29916e-05;2.20137e-09;train/children-12.png
0.187919;0.00929164;0.000193522;2.39846e-05;1.63391e-09;2.31193e-06;2.09299e-11;train/face-9.png
0.343338;0.0895019;0.00425368;0.00244944;7.90453e-06;0.00073069;1.75054e-07;train/bottle-10.png
0.203548;0.00895133;0.000950145;0.000174032;7.0763e-08;1.43542e-05;-8.68909e-10;train/chopper-09.png
0.187762;0.00179767;0.00087425;0.000273155;1.27211e-07;1.15113e-05;-4.04438e-08;train/ray-2.png
0.55148;0.257789;0.059276;0.0451656;0.00233692;0.0229304;1.31643e-05;train/spoon-6.png
0.269159;0.000348505;0.0174377;0.000231234;4.62909e-07;4.28944e-06;-3.62368e-08;train/device8-20.png
0.684517;0.0595046;0.00651699;0.00150001;-8.84607e-07;7.47136e-05;-4.60572e-06;train/sea_snake-5.png
0.262021;0.000214204;0.0243491;3.07156e-06;8.36361e-10;1.8872e-08;-7.81191e-11;train/device4-12.png
0.328587;0.0544116;0.0159796;0.00148353;-7.52671e-07;-0.000132017;-7.18387e-06;train/bat-18.png
0.399496;0.10487;0.00477661;0.00352262;1.44103e-05;0.00113945;-1.06543e-06;train/carriage-11.png
0.249901;0.0232874;0.000875853;1.25816e-05;1.32066e-09;1.47361e-06;-1.55499e-11;train/cattle-16.png
0.382627;0.011472;0.066385;0.000403463;-2.08562e-06;-4.26354e-05;-1.00641e-07;train/device8-10.png
0.373663;0.0158115;0.00140624;0.00296486;-5.44151e-06;-0.000366283;-2.65324e-06;train/lizzard-2.png
0.1794;0.00380621;0.00101439;3.72052e-05;-7.10106e-09;-2.26805e-06;1.34777e-09;train/HCircle-2.png
0.234019;0.0256939;0.000748523;0.000102827;2.41133e-08;9.97463e-06;1.52435e-08;train/car-10.png
0.199162;0.00747806;0.00232443;0.000104229;4.76847e-08;8.48953e-06;1.89257e-08;train/bell-8.png
0.278695;5.08282e-06;3.25306e-06;2.18868e-07;1.40073e-13;-1.93802e-10;1.2036e-13;train/device7-14.png
0.166526;5.45115e-05;5.32718e-07;2.11816e-07;1.23666e-14;1.10343e-09;7.0069e-14;train/device9-7.png
0.324465;0.0772497;0.000412282;0.000266654;8.83655e-08;7.34165e-05;2.91407e-09;train/children-7.png
0.189593;0.0095998;0.000271739;3.59872e-05;3.55816e-09;3.49154e-06;6.56047e-11;train/face-13.png
0.391873;0.106725;0.00489098;0.00318021;1.24401e-05;0.00102389;1.59844e-06;train/pocket-14.png
0.806089;0.380988;0.344946;0.118791;0.0237685;0.0725468;-0.00364562;train/fork-10.png
0.163715;0.000791251;3.50178e-05;3.65495e-07;1.03324e-12;-1.02808e-08;-8.0135e-13;train/apple-8.png
0.69587;0.454729;0.000159498;0.000131352;1.90096e-08;8.64607e-05;-3.05871e-10;train/watch-16.png
0.187123;0.000987301;0.00113237;0.000220482;1.00452e-07;6.8112e-06;-4.52362e-08;train/ray-16.png
0.409088;0.132513;0.00300469;0.00207221;5.1702e-06;0.000722617;7.40877e-08;train/lmfish-11.png
0.569608;0.226649;0.0955476;0.0453108;0.00298077;0.0215286;-5.89717e-05;train/hammer-7.png
0.528273;0.249403;0.00102419;0.000719811;6.16996e-07;0.000337955;-3.59278e-08;train/watch-10.png
0.423876;0.15019;0.00230656;0.00172219;3.43239e-06;0.00066713;-2.1987e-08;train/watch-9.png
0.503325;0.224997;0.000266047;4.07348e-05;5.16931e-10;-4.67523e-06;4.20898e-09;train/lmfish-6.png
0.500282;0.220584;0.000461962;0.000141108;3.20487e-08;3.58624e-05;-1.6457e-08;train/lmfish-4.png
1.42182;1.99316;0.000638775;0.000415971;2.13173e-07;0.000530967;-2.31062e-08;train/pencil-13.png
0.25154;0.0274789;0.0012152;6.12045e-05;5.10297e-09;6.88246e-06;-1.58925e-08;train/bird-4.png
0.23921;0.000188803;0.0114296;2.13703e-06;3.3392e-10;1.18061e-08;6.80689e-12;train/device4-5.png
0.423397;0.121268;0.00787935;0.00662719;4.78722e-05;0.00230707;-1.28075e-06;train/carriage-15.png
0.217881;0.0169648;0.000768718;0.000419912;2.37818e-07;5.39582e-05;1.89625e-08;train/flatfish-7.png
0.16143;0.000153274;3.3528e-05;5.15463e-07;2.03259e-12;-5.92231e-09;6.78628e-13;train/apple-6.png
0.183496;0.000124864;0.000836676;0.000143557;4.96562e-08;-1.57385e-06;3.09308e-09;train/ray-18.png
0.327009;0.0788048;0.000430992;0.000295207;1.05276e-07;8.2871e-05;2.20911e-09;train/children-11.png
0.220075;0.0151032;0.00100498;0.000423361;2.64934e-07;5.16371e-05;7.79032e-08;train/chopper-15.png
0.336467;0.029566;0.00732857;1.06083e-06;4.70317e-11;1.81833e-07;8.08521e-11;train/horse-16.png
0.224365;1.90792e-05;0.00729615;5.57218e-06;9.22781e-10;2.40447e-08;-6.4093e-10;train/device4-14.png
0.282353;5.26352e-07;7.12203e-09;6.23854e-08;-3.80417e-16;-1.63126e-11;1.25877e-15;train/device7-7.png
0.176143;0.00065959;0.000379894;1.32995e-05;8.32015e-10;-3.21085e-07;-4.48783e-10;train/cup-16.png
0.701172;0.463726;0.000288923;3.38955e-05;-2.54135e-09;-2.01592e-05;-2.18929e-09;train/watch-14.png
0.217622;0.0162951;0.00101808;5.68694e-05;3.55768e-09;8.21309e-07;1.32133e-08;train/truck-18.png
0.294859;0.0183578;0.00385933;3.12871e-05;-2.66927e-10;-2.95446e-06;1.08686e-08;train/horse-11.png
0.311889;0.0487718;0.0209188;0.00964152;0.000136858;0.00212557;-4.33119e-06;train/key-10.png
0.237489;0.0277649;0.000202554;5.65878e-05;5.52059e-09;4.26529e-06;-2.49534e-09;train/cellular_phone-7.png
0.406389;0.0260469;0.0260476;0.00165746;9.7554e-06;0.000245773;-4.84103e-06;train/Glas-19.png
0.371917;0.108266;0.0081342;0.00529192;3.47188e-05;0.00173875;2.6323e-07;train/bottle-15.png
0.24016;0.0107345;0.00635646;0.000431654;3.14366e-09;8.18139e-06;-7.15002e-07;train/chicken-11.png
0.298143;0.0351477;0.00298499;0.000120999;7.23421e-08;1.58314e-05;-7.38625e-09;train/dog-10.png
0.299813;0.0570329;0.00253213;0.00135304;2.50404e-06;0.000314306;4.38274e-08;train/fish-8.png
0.569608;0.226649;0.0955476;0.0453108;0.00298077;0.0215286;-5.89717e-05;train/hammer-6.png
0.24579;0.0196641;0.0035574;0.00056118;3.89e-07;3.62798e-05;6.90922e-07;train/elephant-17.png
0.416041;0.0492288;0.00296725;0.00297745;-2.80795e-06;-0.00024612;-8.39273e-06;train/lizzard-10.png
0.18648;0.00265482;0.000161347;1.03828e-05;-2.45131e-10;3.89193e-07;3.47138e-10;train/octopus-15.png
0.186606;0.00817751;0.000405268;4.42509e-05;5.88245e-09;3.95171e-06;7.16281e-10;train/face-19.png
0.264421;0.00342533;0.00103105;0.000174263;-7.38005e-08;-9.48961e-06;3.12544e-09;train/fly-13.png
0.170221;9.43442e-09;1.59893e-08;2.53588e-10;1.27761e-19;2.43807e-14;4.9439e-19;train/device2-11.png
0.264599;0.0418612;0.000159331;4.26686e-05;3.00508e-09;3.42381e-06;-1.82944e-09;train/cellular_phone-16.png
0.367304;0.0623424;0.0150317;0.00435878;2.7391e-05;0.000920214;-2.22385e-05;train/sea_snake-12.png
0.286316;0.0321635;0.00091252;1.32013e-05;6.01444e-11;-2.32914e-06;-1.44767e-09;train/cattle-7.png
0.242806;0.015662;0.000968557;0.000206635;-9.11389e-08;-2.57833e-05;-1.54658e-08;train/crown-13.png
0.335894;0.0828145;0.00611325;0.00361767;1.70083e-05;0.00103877;-3.98897e-07;train/bottle-02.png
0.414118;0.0849172;0.0502567;0.0175815;0.000521927;0.00510163;-2.67928e-05;train/hammer-8.png
1.37052;1.52361;0.0128998;0.0257696;0.000454556;0.0277558;-0.000118875;train/spring-9.png
0.524271;0.113858;0.0190431;0.00523582;2.98664e-05;0.0013736;-4.29108e-05;train/sea_snake-7.png
0.334345;0.0581322;0.0139681;0.00100628;-3.56404e-06;-0.00021084;-1.23725e-06;train/bird-15.png
0.231329;0.0239114;0.00020018;5.8709e-05;5.26133e-09;2.03044e-06;-3.58129e-09;train/Comma-5.png
0.188578;0.00888108;0.000388212;4.48936e-05;5.9223e-09;4.22867e-06;-2.27854e-10;train/face-18.png
0.216214;0.0100856;0.000293546;6.54784e-05;-8.49971e-09;-5.99702e-06;3.18797e-09;train/Misk-19.png
0.213235;0.0052688;0.00302442;4.05697e-05;1.38656e-08;-2.86673e-06;3.11417e-09;train/fountain-08.png
0.184917;8.02677e-09;4.09844e-10;1.09166e-11;7.1096e-22;9.62387e-16;-1.66529e-22;train/device7-18.png
0.319532;0.0729857;0.00440407;0.00231776;7.40424e-06;0.000625154;-1.12946e-07;train/bottle-08.png
0.180332;0.0033626;6.66234e-05;1.34142e-05;3.4827e-10;5.6216e-07;1.98797e-10;train/Misk-16.png
0.2136;0.00427781;0.00397771;0.000152165;-1.08437e-07;-9.92525e-06;4.74971e-08;train/chicken-6.png
0.18571;1.83146e-07;4.0109e-07;2.09677e-10;-1.26433e-18;-6.02709e-15;1.44874e-18;train/device7-13.png
0.163668;9.54837e-06;5.41102e-09;3.59507e-10;-4.355e-19;1.09664e-12;-2.48515e-19;train/device3-16.png
0.326096;0.0782645;0.000374575;0.000247671;7.541e-08;6.90681e-05;2.00217e-09;train/children-9.png
0.328165;0.0770567;0.000960513;0.000408066;2.52112e-07;9.16156e-05;-4.13135e-08;train/lmfish-20.png
0.420119;0.142692;0.00316795;0.00246908;6.90506e-06;0.000917887;7.25105e-08;train/lmfish-15.png
0.170485;5.7194e-06;2.66392e-07;1.91795e-07;2.74602e-14;3.21524e-10;3.35467e-14;train/device9-15.png
0.37515;0.113135;0.00304442;0.00200216;4.94308e-06;0.000673253;-1.72962e-08;train/bottle-06.png
0.164337;0.000293575;5.4071e-05;3.28302e-06;3.32507e-11;5.61514e-08;-2.84202e-11;train/jar-10.png
0.237747;0.0221306;0.00273039;0.00139821;2.71318e-06;0.000206492;3.19604e-07;train/chopper-18.png
1.39845;1.54374;0.0354268;0.00412988;3.67607e-05;0.00369643;3.38241e-05;train/spring-10.png
0.338281;0.0866406;0.00358083;0.00215977;6.00433e-06;0.000632809;1.51143e-07;train/bottle-18.png
0.190627;0.00104539;1.83663e-05;2.55717e-05;4.18841e-11;-7.22767e-07;5.52595e-10;train/camel-13.png
0.316268;0.0729732;3.62106e-05;3.84256e-06;-1.50569e-11;-5.75205e-07;-4.27521e-11;train/fish-14.png
0.205297;0.002181;1.48919e-06;0.000181367;1.66989e-09;-5.33973e-06;-2.46898e-09;train/elephant-9.png
0.325893;0.0457587;0.0191385;0.00176931;-6.29689e-07;-0.000114208;1.02766e-05;train/bat-16.png
0.185084;0.00152868;0.000723117;1.6064e-05;9.11709e-10;-6.09753e-07;-1.47185e-09;train/cup-2.png
0.353751;0.0961716;0.00546334;0.00335794;1.43826e-05;0.00104128;4.59602e-08;train/bottle-16.png
0.186704;0.00880876;0.000186268;2.2988e-05;1.50425e-09;2.15649e-06;3.04369e-12;train/face-11.png
0.197726;1.42616e-08;0;0;0;-0;0;train/device7-15.png
0.166183;7.77685e-05;3.99994e-06;1.39088e-06;-2.2637e-12;1.20321e-08;-2.37455e-12;train/device6-11.png
0.305972;0.0289826;0.000205665;0.000709338;-1.98186e-07;-4.10759e-05;1.84734e-07;train/lizzard-3.png
0.268595;0.000371912;0.0172813;0.000241532;4.91999e-07;4.63016e-06;-3.79181e-08;train/device8-15.png
0.284459;0.0247616;0.000626208;0.000532012;1.38352e-07;7.56423e-05;2.7414e-07;train/rat-08.png
0.241661;0.0289814;0.000805529;8.80824e-05;1.31862e-08;4.37297e-06;1.94065e-08;train/car-04.png
0.292294;0.00855608;0.00341939;0.000314521;3.03025e-07;2.80753e-05;-1.20686e-07;train/pocket-10.png
0.221047;0.0172725;0.00116485;8.6044e-05;9.26864e-09;1.59815e-06;2.56152e-08;train/truck-15.png
